text	start	duration	sequence_id	sentence
the	302.652	0.10000000000002274	67	And it's a special one because you told me... You once told me that when you came back we might be the same age.
same	302.792	0.22000000000002728	67	And it's a special one because you told me... You once told me that when you came back we might be the same age.
age.	303.152	0.18000000000000682	67	And it's a special one because you told me... You once told me that when you came back we might be the same age.
And	306.014	0.12000000000000455	68	And today I'm the age you were when you left.
today	306.174	0.30100000000004457	68	And today I'm the age you were when you left.
I'm	306.555	0.12000000000000455	68	And today I'm the age you were when you left.
the	306.695	0.10000000000002274	68	And today I'm the age you were when you left.
age	306.915	0.13999999999998636	68	And today I'm the age you were when you left.
you	307.095	0.1199999999999477	68	And today I'm the age you were when you left.
were	307.255	0.160000000000025	68	And today I'm the age you were when you left.
when	307.455	0.10000000000002274	68	And today I'm the age you were when you left.
you	307.575	0.12100000000003774	68	And today I'm the age you were when you left.
left.	307.756	0.3800000000000523	68	And today I'm the age you were when you left.
So	311.999	0.03999999999996362	69	So it might be a real good time for you to come back.
it	312.079	0.07999999999998408	69	So it might be a real good time for you to come back.
might	312.179	0.20000000000004547	69	So it might be a real good time for you to come back.
be	312.399	0.160000000000025	69	So it might be a real good time for you to come back.
a	312.579	0.040000000000020464	69	So it might be a real good time for you to come back.
real	312.74	0.19999999999998863	69	So it might be a real good time for you to come back.
good	312.98	0.13999999999998636	69	So it might be a real good time for you to come back.
time	313.14	0.19999999999998863	69	So it might be a real good time for you to come back.
for	313.38	0.07999999999998408	69	So it might be a real good time for you to come back.
you	313.48	0.0999999999999659	69	So it might be a real good time for you to come back.
to	313.6	0.03999999999996362	69	So it might be a real good time for you to come back.
come	313.72	0.17999999999994998	69	So it might be a real good time for you to come back.
back.	313.92	0.26099999999996726	69	So it might be a real good time for you to come back.
